epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
32,956,,,81.57695007324219,0.03653985261917114,88.34625244140625,0.039018791168928146,88.34625244140625
32,956,19.341466903686523,,,,,,
33,985,,,82.86331176757812,0.037201061844825745,89.47128295898438,0.039661649614572525,89.47128295898438
33,985,20.306617736816406,,,,,,
34,999,,25.5404109954834,,,,,
34,1014,,,81.4209976196289,0.03614332154393196,88.58695220947266,0.03893914446234703,88.58695220947266
34,1014,19.598665237426758,,,,,,
35,1043,,,83.23477935791016,0.037092968821525574,90.27693939208984,0.03991427272558212,90.27693939208984
35,1043,18.907604217529297,,,,,,
36,1049,,17.877660751342773,,,,,
36,1072,,,80.69245910644531,0.0358651764690876,87.81468200683594,0.038571108132600784,87.81468200683594
36,1072,19.72212791442871,,,,,,
37,1099,,23.664947509765625,,,,,
37,1101,,,83.28440856933594,0.037223413586616516,90.38052368164062,0.03996571898460388,90.38052368164062
37,1101,18.96084213256836,,,,,,
38,1130,,,86.88642120361328,0.038568053394556046,94.1034164428711,0.04175020381808281,94.1034164428711
38,1130,18.392555236816406,,,,,,
39,1149,,16.192506790161133,,,,,
39,1159,,,82.21694946289062,0.03650078922510147,89.31993103027344,0.039339158684015274,89.31993103027344
39,1159,18.364059448242188,,,,,,
40,1188,,,75.68888854980469,0.03374890238046646,82.55430603027344,0.03604063764214516,82.55430603027344
40,1188,19.584810256958008,,,,,,
41,1199,,18.462406158447266,,,,,
41,1217,,,79.84317779541016,0.03550638258457184,86.90397644042969,0.03814154490828514,86.90397644042969
41,1217,18.880329132080078,,,,,,
42,1246,,,81.61774444580078,0.03669579699635506,88.38958740234375,0.03916636109352112,88.38958740234375
42,1246,19.245433807373047,,,,,,
43,1249,,19.002727508544922,,,,,
43,1275,,,78.4301986694336,0.03512340784072876,85.13517761230469,0.03751561418175697,85.13517761230469
43,1275,19.462539672851562,,,,,,
44,1299,,16.950904846191406,,,,,
44,1304,,,77.19581604003906,0.03459092602133751,83.84578704833984,0.036858610808849335,83.84578704833984
44,1304,18.561647415161133,,,,,,
45,1333,,,77.85629272460938,0.034767571836709976,84.62627410888672,0.03712702542543411,84.62627410888672
45,1333,18.716672897338867,,,,,,
46,1349,,20.464340209960938,,,,,
46,1362,,,78.93321990966797,0.03551321104168892,85.58466339111328,0.03781689330935478,85.58466339111328
46,1362,19.74116325378418,,,,,,
47,1391,,,76.35595703125,0.03414783254265785,82.94528198242188,0.036389391869306564,82.94528198242188
47,1391,17.98389434814453,,,,,,
48,1399,,23.930400848388672,,,,,
48,1420,,,79.69026184082031,0.03570021688938141,86.29335021972656,0.03806966543197632,86.29335021972656
48,1420,18.604228973388672,,,,,,
49,1449,,20.406986236572266,,,,,
49,1449,,,77.41558837890625,0.03449362888932228,84.19554138183594,0.03688933327794075,84.19554138183594
49,1449,18.580976486206055,,,,,,
50,1478,,,79.25440979003906,0.03541060537099838,85.89507293701172,0.03784438222646713,85.89507293701172
50,1478,19.70878028869629,,,,,,
51,1499,,15.5612154006958,,,,,
51,1507,,,79.5024185180664,0.035514555871486664,86.13129425048828,0.03797578811645508,86.13129425048828
51,1507,18.73692512512207,,,,,,
52,1536,,,81.3901596069336,0.03624721243977547,88.31319427490234,0.03894009813666344,88.31319427490234
52,1536,17.850374221801758,,,,,,
53,1549,,21.345993041992188,,,,,
53,1565,,,76.78023529052734,0.03427815064787865,83.52562713623047,0.0366179421544075,83.52562713623047
53,1565,18.953210830688477,,,,,,
54,1594,,,79.14156341552734,0.035389792174100876,85.99224090576172,0.03786567226052284,85.99224090576172
54,1594,18.537338256835938,,,,,,
55,1599,,20.140384674072266,,,,,
55,1623,,,81.00933837890625,0.036465588957071304,87.45964813232422,0.03876745328307152,87.45964813232422
55,1623,19.058269500732422,,,,,,
56,1649,,21.371845245361328,,,,,
56,1652,,,83.22216796875,0.03731102496385574,89.84765625,0.039879053831100464,89.84765625
56,1652,18.99578857421875,,,,,,
57,1681,,,82.03450012207031,0.03687382489442825,88.5095443725586,0.039283785969018936,88.5095443725586
57,1681,18.6004581451416,,,,,,
58,1699,,16.4986515045166,,,,,
58,1710,,,87.05774688720703,0.038827333599328995,93.82601165771484,0.04181062802672386,93.82601165771484
58,1710,18.093280792236328,,,,,,
59,1739,,,84.50294494628906,0.03791595622897148,91.15455627441406,0.04062947258353233,91.15455627441406
59,1739,18.950733184814453,,,,,,
60,1749,,18.73674201965332,,,,,
60,1768,,,82.36852264404297,0.03668683394789696,89.2753677368164,0.03942969813942909,89.2753677368164
60,1768,17.961933135986328,,,,,,
61,1797,,,85.66844177246094,0.03826577961444855,92.43637084960938,0.04114378243684769,92.43637084960938
61,1797,19.117633819580078,,,,,,
62,1799,,22.065935134887695,,,,,
62,1826,,,82.31539916992188,0.036859046667814255,88.88133239746094,0.03945545107126236,88.88133239746094
62,1826,17.86025619506836,,,,,,
63,1849,,20.52867317199707,,,,,
63,1855,,,82.34932708740234,0.03701596334576607,89.01473236083984,0.039544567465782166,89.01473236083984
63,1855,17.878684997558594,,,,,,
64,1884,,,79.70753479003906,0.035683777183294296,86.24747467041016,0.038137104362249374,86.24747467041016
64,1884,17.591611862182617,,,,,,
65,1899,,17.797245025634766,,,,,
65,1913,,,79.70806121826172,0.0356740802526474,86.38088989257812,0.03812507912516594,86.38088989257812
65,1913,17.78952407836914,,,,,,
66,1942,,,78.15081787109375,0.035011742264032364,84.64228057861328,0.03731904551386833,84.64228057861328
66,1942,18.75187873840332,,,,,,
67,1949,,18.855030059814453,,,,,
67,1971,,,78.5080337524414,0.03507618233561516,85.01018524169922,0.03748517856001854,85.01018524169922
67,1971,17.277664184570312,,,,,,
68,1999,,16.22122573852539,,,,,
68,2000,,,78.43290710449219,0.03495838865637779,85.12686157226562,0.03742669150233269,85.12686157226562
68,2000,17.941688537597656,,,,,,
69,2029,,,77.65503692626953,0.0347510427236557,84.27798461914062,0.03707586228847504,84.27798461914062
69,2029,18.030216217041016,,,,,,
70,2049,,15.677867889404297,,,,,
70,2058,,,82.49651336669922,0.03671320900321007,89.21053314208984,0.03947123512625694,89.21053314208984
70,2058,17.338956832885742,,,,,,
71,2087,,,82.43800354003906,0.0369705893099308,88.91825103759766,0.03954418748617172,88.91825103759766
71,2087,17.596757888793945,,,,,,
72,2099,,16.581811904907227,,,,,
72,2116,,,83.30250549316406,0.03708450496196747,90.05284118652344,0.03989274799823761,90.05284118652344
72,2116,18.020614624023438,,,,,,
73,2145,,,81.21141815185547,0.03630171716213226,87.76399993896484,0.03886404633522034,87.76399993896484
73,2145,17.75743293762207,,,,,,
74,2149,,19.393138885498047,,,,,
74,2174,,,79.21439361572266,0.035338763147592545,85.98698425292969,0.0378531850874424,85.98698425292969
74,2174,17.49710464477539,,,,,,
75,2199,,19.53611183166504,,,,,
75,2203,,,79.50829315185547,0.035808905959129333,86.18618774414062,0.03814339637756348,86.18618774414062
75,2203,17.794328689575195,,,,,,
76,2232,,,77.86935424804688,0.03474513068795204,84.58853149414062,0.037161074578762054,84.58853149414062
76,2232,17.7387752532959,,,,,,
77,2249,,18.251903533935547,,,,,
77,2261,,,78.19839477539062,0.034905798733234406,84.75547790527344,0.037300173193216324,84.75547790527344
77,2261,17.40168571472168,,,,,,
78,2290,,,80.24327850341797,0.03576396778225899,86.89896392822266,0.03834255784749985,86.89896392822266
78,2290,17.348546981811523,,,,,,
79,2299,,17.13982391357422,,,,,
79,2319,,,78.30580139160156,0.03495526686310768,84.92066955566406,0.03738381341099739,84.92066955566406
79,2319,17.37496566772461,,,,,,
80,2348,,,78.6655044555664,0.03538193181157112,85.21595001220703,0.03766850009560585,85.21595001220703
80,2348,16.908607482910156,,,,,,
81,2349,,15.447577476501465,,,,,
81,2377,,,79.17485809326172,0.035443272441625595,85.84342193603516,0.037866927683353424,85.84342193603516
81,2377,17.038484573364258,,,,,,
82,2399,,20.28376007080078,,,,,
82,2406,,,79.9914321899414,0.03577529266476631,86.84208679199219,0.03826278820633888,86.84208679199219
82,2406,17.309995651245117,,,,,,
83,2435,,,78.86172485351562,0.035301368683576584,85.38621520996094,0.037700798362493515,85.38621520996094
83,2435,17.500728607177734,,,,,,
84,2449,,17.150020599365234,,,,,
84,2464,,,80.21007537841797,0.035756587982177734,86.88678741455078,0.03833502158522606,86.88678741455078
84,2464,16.898693084716797,,,,,,
85,2493,,,82.16829681396484,0.03686336800456047,88.71295928955078,0.039395906031131744,88.71295928955078
85,2493,16.961000442504883,,,,,,
86,2499,,23.619037628173828,,,,,
86,2522,,,79.97113037109375,0.03585752472281456,86.48860168457031,0.03829845413565636,86.48860168457031
86,2522,17.262283325195312,,,,,,
87,2549,,15.968646049499512,,,,,
87,2551,,,80.17333984375,0.03594381362199783,86.54061126708984,0.03837835043668747,86.54061126708984
87,2551,17.29147720336914,,,,,,
88,2580,,,83.71633911132812,0.03762168064713478,90.45250701904297,0.04021931067109108,90.45250701904297
88,2580,17.39224624633789,,,,,,
89,2599,,20.319536209106445,,,,,
89,2609,,,81.54112243652344,0.03664619103074074,88.01848602294922,0.03912916034460068,88.01848602294922
89,2609,17.13575553894043,,,,,,
90,2638,,,79.99900817871094,0.03574027121067047,86.55351257324219,0.03824325278401375,86.55351257324219
90,2638,16.66967010498047,,,,,,
91,2649,,16.674707412719727,,,,,
91,2667,,,80.32086944580078,0.035886239260435104,86.88299560546875,0.03837413340806961,86.88299560546875
91,2667,16.919448852539062,,,,,,
92,2696,,,81.10305786132812,0.03627168387174606,87.65020751953125,0.03878749907016754,87.65020751953125
92,2696,17.232013702392578,,,,,,
93,2699,,14.732307434082031,,,,,
93,2725,,,80.4291763305664,0.03597148880362511,86.97030639648438,0.03844272717833519,86.97030639648438
93,2725,16.74212646484375,,,,,,
94,2749,,16.247299194335938,,,,,
94,2754,,,81.46443939208984,0.03643341362476349,88.11289978027344,0.03901074454188347,88.11289978027344
94,2754,17.406686782836914,,,,,,
95,2783,,,83.28759765625,0.03737841546535492,89.96591186523438,0.0399874672293663,89.96591186523438
95,2783,16.987281799316406,,,,,,
96,2799,,18.54319953918457,,,,,
96,2812,,,81.31364440917969,0.03640565276145935,87.97240447998047,0.03895348310470581,87.97240447998047
96,2812,17.035701751708984,,,,,,
97,2841,,,81.86324310302734,0.03661707788705826,88.60826873779297,0.0392150804400444,88.60826873779297
97,2841,16.973770141601562,,,,,,
98,2849,,15.708107948303223,,,,,
98,2870,,,80.8764419555664,0.03606158494949341,87.5213851928711,0.03867321088910103,87.5213851928711
98,2870,16.860395431518555,,,,,,
99,2899,,15.34290599822998,,,,,
99,2899,,,83.54559326171875,0.03747989237308502,90.3175048828125,0.04010222852230072,90.3175048828125
99,2899,17.623083114624023,,,,,,
